"Session ID","ID","Child ID","Name","Status","Node ID","Node Lat [deg]","Node Lon [deg]","Type","Min Freq [MHz]","Max Freq [MHz]","Avg Freq [MHz]","Min BW [kHz]","Max BW [kHz]","Avg BW [kHz]","Min PWR [dBm]","Max PWR [dBm]","Avg PWR [dBm]","Min SNR [dB]","Max SNR [dB]","Avg SNR [dB]","DOA Az Type","Min DOA Az [deg]","Max DOA Az [deg]","Avg DOA Az [deg]","DOA Az Std [deg]","Min DOA El [deg]","Max DOA El [deg]","Avg DOA El [deg]","DOA El Std [deg]","First Seen","First Seen - FracSecs","Duration [ms]","RssiLast [dBm]","RssiExpAvg [dBm]","MaxRssiDist LossExp","MaxRssiDist Min [dBm]","MaxRssiDist Max [dBm]","MaxRssiDist Avg [dBm]","MaxRssiDist Last [dBm]"
"2163","5","2","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.008864","6.104","9.155","8.901","-41.4","-39.9","-40.3","75.2","75.2","75.2","RELATIVE","147.1","277.8","252","50.2","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","642.361","-44.7","-45","-1","-1","-1","-1","-1"
"2163","5","2","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009024","6.104","9.155","8.921","-41.4","-39.9","-40.3","75.2","75.2","75.2","RELATIVE","147.1","277.8","254","48.5","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","722.007","-44.7","-45","-1","-1","-1","-1","-1"
"2163","5","2","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.008736","6.104","9.155","8.719","-48.5","-39.9","-40.8","75.2","75.2","75.2","RELATIVE","147.1","277.8","246.5","54.4","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","761.83","-51.5","-45.5","-1","-1","-1","-1","-1"
"2163","5","2","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009568","6.104","9.155","8.748","-48.5","-39.9","-40.8","75.2","75.2","75.2","RELATIVE","147.1","277.8","248.5","53.1","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","841.466","-45.2","-45.5","-1","-1","-1","-1","-1"
"2163","3","-1","435 MHZ","NEW","2","12.769854","77.796209","FIXED","434.992608","435.02768","435.010432","6.104","9.155","8.547","-41.4","-39.9","-40.6","75.2","75.2","75.2","RELATIVE","150.4","277.8","274","5.8","0","0","NA","0","2026-02-27T07:49:01","0.739364","0","-45.1","-45.1","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","NEW","2","12.769854","77.796209","BURST","435.010912","435.010912","435.010912","9.155","9.155","9.155","-40.8","-40.8","-40.8","75.2","75.2","75.2","RELATIVE","277.4","277.4","277.4","0","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","5.243","-45.6","-45.6","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.010912","435.006336","6.104","9.155","7.629","-41.4","-40.8","-41.1","75.2","75.2","75.2","RELATIVE","277.3","277.4","277.3","0","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","45.056","-44.4","-45","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.0216","435.011424","6.104","9.155","8.138","-41.4","-40.3","-40.8","75.2","75.2","75.2","RELATIVE","277.3","277.4","277.4","0","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","124.702","-45.2","-45.1","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.0216","435.010144","6.104","9.155","8.392","-41.4","-40.3","-40.7","75.2","75.2","75.2","RELATIVE","277.3","277.4","277.4","0","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","164.525","-45.5","-45.2","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.02768","435.013664","6.104","9.155","8.545","-41.4","-40.3","-40.7","75.2","75.2","75.2","RELATIVE","277.3","277.4","277.4","0","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","244.161","-45.3","-45.2","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.02768","435.01216","6.104","9.155","8.647","-41.4","-40.1","-40.6","75.2","75.2","75.2","RELATIVE","277.3","277.8","277.4","0.2","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","283.984","-45","-45.2","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.997184","435.02768","435.010016","6.104","9.155","8.719","-41.4","-39.9","-40.5","75.2","75.2","75.2","RELATIVE","277.3","277.8","277.4","0.2","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","363.62","-44.8","-45.1","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009216","6.104","9.155","8.816","-41.4","-39.9","-40.4","75.2","75.2","75.2","RELATIVE","150.4","277.8","263.3","42.3","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","483.079","-45.3","-45.1","-1","-1","-1","-1","-1"
"2163","5","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.00992","6.104","9.155","8.878","-41.4","-39.9","-40.3","75.2","75.2","75.2","RELATIVE","150.4","277.8","261.5","39.6","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","602.548","-44.7","-45.1","-1","-1","-1","-1","-1"
"2163","4","-1","435 MHZ","NEW","2","12.769854","77.796209","FIXED","434.992608","435.02768","435.009088","6.104","9.155","8.774","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","237.3","0.2","0","0","NA","0","2026-02-27T07:49:01","0.136816","881.289","-44.8","-45.4","-1","-1","-1","-1","-1"
"2163","5","4","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009088","6.104","9.155","8.774","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","237.5","67.7","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","881.289","-44.8","-45.4","-1","-1","-1","-1","-1"
"2163","3","-1","435 MHZ","HOLD","2","12.769854","77.796209","FIXED","434.992608","435.02768","435.010432","6.104","9.155","8.547","-41.4","-39.9","-40.6","75.2","75.2","75.2","RELATIVE","150.4","277.8","274","5.8","0","0","NA","0","2026-02-27T07:49:01","0.739364","0","-45.1","-45.1","-1","-1","-1","-1","-1"
"2163","4","-1","435 MHZ","UPDATE","2","12.769854","77.796209","FIXED","434.992608","435.02768","435.00928","6.104","9.155","8.798","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","236.5","1.3","0","0","NA","0","2026-02-27T07:49:01","0.136816","1319.311","-45.2","-45.4","-1","-1","-1","-1","-1"
"2163","5","4","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009184","6.104","9.155","8.796","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","239.9","66.2","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","960.925","-45.3","-45.4","-1","-1","-1","-1","-1"
"2163","5","4","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009024","6.104","9.155","8.816","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","230.8","74.9","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1000.748","-45.7","-45.4","-1","-1","-1","-1","-1"
"2163","5","4","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.009472","6.104","9.155","8.834","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","233.3","73.5","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1080.384","-45.3","-45.4","-1","-1","-1","-1","-1"
"2163","5","4","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.00992","6.104","9.155","8.85","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","277.8","235.5","72.3","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1199.852","-45","-45.4","-1","-1","-1","-1","-1"
"2163","5","4","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.010112","6.104","9.155","8.865","-48.5","-39.9","-40.6","75.2","75.2","75.2","RELATIVE","71.9","277.8","237.5","71","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1319.311","-44.9","-45.4","-1","-1","-1","-1","-1"
"2163","5","-1","435 MHZ","NEW","2","12.769854","77.796209","FIXED","434.96208","434.96208","434.96208","9.155","9.155","9.155","-40.5","-40.5","-40.5","75.6","75.6","75.6","RELATIVE","77.6","77.6","77.9","0.2","0","0","NA","0","2026-02-27T07:49:02","0.25178","5.243","-45.4","-45.4","-1","-1","-1","-1","-1"
"2163","7","5","435 MHZ","NEW","2","12.769854","77.796209","BURST","434.96208","434.96208","434.96208","9.155","9.155","9.155","-40.5","-40.5","-40.5","75.6","75.6","75.6","RELATIVE","77.6","77.6","77.6","0","NA","NA","NA","NA","2026-02-27T07:49:02","0.25178","5.243","-45.4","-45.4","-1","-1","-1","-1","-1"
"2163","2","-1","435 MHZ","HOLD","2","12.769854","77.796209","FIXED","434.992608","435.02768","435.008736","6.104","9.155","8.809","-48.5","-39.9","-40.5","75.2","75.2","75.2","RELATIVE","147.1","277.8","257","3.6","0","0","NA","0","2026-02-27T07:49:01","0.136816","841.466","-45.9","-45.5","-1","-1","-1","-1","-1"
"2163","5","-1","435 MHZ","UPDATE","2","12.769854","77.796209","FIXED","434.96208","434.96208","434.96208","9.155","9.155","9.155","-40.5","-40.5","-40.5","75.6","75.6","75.6","RELATIVE","77.6","77.6","77.9","0.2","0","0","NA","0","2026-02-27T07:49:02","0.25178","5.243","-45.4","-45.4","-1","-1","-1","-1","-1"
"2163","2","-1","435 MHZ","OBSOLETE","2","12.769854","77.796209","FIXED","434.992608","435.02768","435.008736","6.104","9.155","8.809","-48.5","-39.9","-40.5","75.2","75.2","75.2","RELATIVE","147.1","277.8","257","3.6","0","0","NA","0","2026-02-27T07:49:01","0.136816","841.466","-45.9","-45.5","-1","-1","-1","-1","-1"
"2163","4","-1","435 MHZ","OBSOLETE","2","12.769854","77.796209","FIXED","434.992608","435.039904","435.0096","6.104","9.155","8.804","-48.5","-39.9","-40.7","75.2","75.2","75.2","RELATIVE","71.9","278.2","237.2","2.2","0","0","NA","0","2026-02-27T07:49:01","0.136816","1916.616","-45.9","-45.6","-1","-1","-1","-1","-1"
"2163","5","-1","435 MHZ","HOLD","2","12.769854","77.796209","FIXED","434.96208","434.96208","434.96208","9.155","9.155","9.155","-40.5","-40.5","-40.5","75.6","75.6","75.6","RELATIVE","77.6","77.6","77.9","0.2","0","0","NA","0","2026-02-27T07:49:02","0.25178","5.243","-45.4","-45.4","-1","-1","-1","-1","-1"
"2163","6","-1","435 MHZ","NEW","2","12.769854","77.796209","FIXED","434.992608","435.039904","435.011616","6.104","9.155","8.807","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","245.5","2.7","0","0","NA","0","2026-02-27T07:49:03","0.531278","0","-46.3","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.02768","435.010048","6.104","9.155","8.757","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.1","241","68.7","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1558.23","-50.6","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011296","6.104","9.155","8.774","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","242.6","67.6","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1677.689","-45.8","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011392","6.104","9.155","8.789","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","244","66.6","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1797.157","-45.6","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011968","6.104","9.155","8.803","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","245.3","65.6","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","1916.616","-45.4","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011936","6.104","9.155","8.816","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","246.5","64.6","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2036.075","-45.4","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.012096","6.104","9.155","8.828","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","247.6","63.7","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2155.534","-45.8","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.012064","6.104","9.155","8.84","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","248.7","62.8","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2274.993","-45.8","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.012064","6.104","9.155","8.85","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","249.7","61.9","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2394.462","-45.7","-45.6","-1","-1","-1","-1","-1"
"2163","6","-1","435 MHZ","UPDATE","2","12.769854","77.796209","FIXED","434.992608","435.039904","435.011776","6.104","9.155","8.83","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","247.7","2.3","0","0","NA","0","2026-02-27T07:49:03","0.531278","477.836","-45.7","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.012","6.104","9.155","8.86","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","250.6","61.1","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2513.921","-46","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011808","6.104","9.155","8.869","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","251.4","60.3","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2633.38","-45.8","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011776","6.104","9.155","8.878","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","252.2","59.5","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2752.839","-45.6","-45.6","-1","-1","-1","-1","-1"
"2163","5","6","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.992608","435.039904","435.011904","6.104","9.155","8.886","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","253","58.8","NA","NA","NA","NA","2026-02-27T07:49:01","0.136816","2872.298","-45.2","-45.6","-1","-1","-1","-1","-1"
"2163","3","-1","435 MHZ","UPDATE","2","12.769854","77.796209","FIXED","434.992608","435.032256","435.012032","6.104","9.155","8.336","-54.2","-39.9","-42.4","74.6","75.5","75.3","RELATIVE","150.4","277.9","275.8","3","0","0","NA","0","2026-02-27T07:49:01","0.739364","2827.232","-47.7","-47.9","-1","-1","-1","-1","-1"
"2163","12","3","435 MHZ","NEW","2","12.769854","77.796209","BURST","435.010912","435.010912","435.010912","9.155","9.155","9.155","-41.5","-41.5","-41.5","74.6","74.6","74.6","RELATIVE","277.8","277.8","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.083517","5.243","-46.1","-46.1","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","NEW","2","12.769854","77.796209","BURST","435.010912","435.010912","435.010912","9.155","9.155","9.155","-40.4","-40.4","-40.4","75.5","75.5","75.5","RELATIVE","277.8","277.8","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","5.242","-45.4","-45.4","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.010912","435.013952","435.012416","6.104","9.155","7.629","-54.2","-40.4","-47.3","75.5","75.5","75.5","RELATIVE","277.8","277.8","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","84.888","-57.2","-51.3","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.010912","435.023104","435.016","6.104","9.155","8.138","-54.2","-40.1","-44.9","75.5","75.5","75.5","RELATIVE","277.8","277.8","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","124.711","-45.1","-49.2","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.006336","435.023104","435.013568","6.104","9.155","7.629","-54.2","-40.1","-45.8","75.5","75.5","75.5","RELATIVE","277.8","277.8","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","204.347","-51.5","-49.8","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.006336","435.023104","435.015168","6.104","9.155","7.935","-54.2","-40.1","-44.7","75.5","75.5","75.5","RELATIVE","277.8","277.8","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","244.17","-45.3","-48.9","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.023104","435.012928","6.104","9.155","7.629","-54.2","-40.1","-44.9","75.5","75.5","75.5","RELATIVE","277.8","277.9","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","323.806","-48.9","-48.9","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.032256","435.015712","6.104","9.155","7.847","-54.2","-39.9","-44.2","75.5","75.5","75.5","RELATIVE","277.8","277.9","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","363.629","-44.8","-48.3","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","435.00176","435.032256","435.015296","6.104","9.155","8.011","-54.2","-39.9","-43.7","75.5","75.5","75.5","RELATIVE","277.8","277.9","277.8","0","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","443.265","-45.3","-47.9","-1","-1","-1","-1","-1"
"2163","6","-1","435 MHZ","HOLD","2","12.769854","77.796209","FIXED","434.992608","435.039904","435.011808","6.104","9.155","8.845","-48.5","-39.9","-40.9","75.2","75.2","75.2","RELATIVE","71.9","278.2","249.1","1.8","0","0","NA","0","2026-02-27T07:49:03","0.531278","477.836","-45.6","-45.6","-1","-1","-1","-1","-1"
"2163","3","-1","435 MHZ","UPDATE","2","12.769854","77.796209","FIXED","434.992608","435.045984","435.013792","6.104","9.155","8.448","-54.2","-39.9","-42.3","74.6","75.5","75.4","RELATIVE","76.1","277.9","276.7","1.7","0","0","NA","0","2026-02-27T07:49:01","0.739364","4300.583","-45.2","-45.9","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.033792","435.01472","6.104","9.155","8.803","-54.2","-39.9","-41.3","75.5","75.5","75.5","RELATIVE","277.6","277.9","277.8","0.1","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1518.416","-45.4","-46.1","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.033792","435.014976","6.104","9.155","8.816","-54.2","-39.9","-41.3","75.5","75.5","75.5","RELATIVE","277.6","277.9","277.8","0.1","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1558.239","-45.5","-46","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.033792","435.015104","6.104","9.155","8.828","-54.2","-39.9","-41.3","75.5","75.5","75.5","RELATIVE","277.6","277.9","277.8","0.1","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1637.875","-45.2","-46","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.033792","435.014784","6.104","9.155","8.84","-54.2","-39.9","-41.2","75.5","75.5","75.5","RELATIVE","277.6","277.9","277.8","0.1","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1677.698","-45.3","-46","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.033792","435.014816","6.104","9.155","8.85","-54.2","-39.9","-41.2","75.5","75.5","75.5","RELATIVE","277.6","277.9","277.8","0.1","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1757.344","-45.2","-46","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.033792","435.014784","6.104","9.155","8.86","-54.2","-39.9","-41.2","75.5","75.5","75.5","RELATIVE","192.9","277.9","275","15.3","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1797.157","-45","-45.9","-1","-1","-1","-1","-1"
"2163","15","3","435 MHZ","UPDATE","2","12.769854","77.796209","BURST","434.994112","435.045984","435.015776","6.104","9.155","8.869","-54.2","-39.9","-41.1","75.5","75.5","75.5","RELATIVE","192.9","277.9","275.1","15","NA","NA","NA","NA","2026-02-27T07:49:04","0.123331","1876.803","-45.3","-45.9","-1","-1","-1","-1","-1"
